instructor_id,completion_rate,avg_score_improvement,avg_quiz_score,dropout_rate,avg_watch_time,assignment_submission_rate,forum_activity_rate,avg_feedback_score,feedback_response_rate,effectiveness_score,batch_count,tier
I_107,-0.09298030950397398,0.34906160293642696,0.05736298865644092,0.04784198857163648,-0.03181555526126574,0.3918143001485722,-0.10100215845403264,-0.1805551297907352,0.10460153331825331,0.6067756658755149,14,Medium
I_052,-0.48891106786040095,-0.16820995966096874,-0.35244758403079357,0.5333057471399649,-0.41305001370695565,-0.18991719908779003,-0.33234092384586855,-0.19583297167192465,-0.2933130859415491,0.5375656796795079,16,Low
I_065,-0.19613333111154588,-0.5545074984588624,0.07660784817344345,0.1378527802564132,-0.1724103307746593,-0.5151961197733893,0.49789775989937596,-0.10726394736214961,-0.3600249030968807,0.5601409814796428,12,Low
I_103,1.0685297337588295,0.7030641935005685,0.5029882492915972,-1.1591095296618714,0.2349322492911149,0.3543320199270335,0.5202608963217673,0.5547174709412446,0.45903731377522267,0.7065451572562045,18,High
I_096,0.39651675951265775,-0.10225645107331373,0.056091785230775404,-0.4762216992959721,0.4009813101376847,0.11514191615253125,0.16366437408699205,0.4004905778574769,-0.11345948577991949,0.6282880742322411,17,Medium
I_028,-0.6327045454980041,-0.4313451353085446,-0.519460897935001,0.5910392009897177,0.06830680346000863,-0.29423697613527544,0.22811632140621468,-0.5831259317066689,-0.25701716003019953,0.5304683669793754,11,Low
I_045,-1.2108541425760955,-0.9504192539281467,-0.6222472429608099,0.9076259694479977,-0.5916216120608464,-0.07015826544760231,-0.5350610938480974,-0.7123470293167837,-0.20210526009959645,0.4754373320362399,15,Low
I_115,-0.30542761514625927,-0.4678235610091245,-0.07946684693120248,0.3789471113433638,-0.24112239349942063,0.10986986029417872,-0.17836667949789717,0.1536836923069366,-0.6005821547961264,0.5549472693864343,18,Low
I_079,0.4572963769264453,0.12916819931452495,0.04863675165773397,-0.4345124501248867,-0.37447484162394784,-0.10298047868109166,0.18869687456066483,0.36070954073063377,-0.1893071857114394,0.6121437829350429,9,Medium
I_027,-0.21278321643928225,-0.26365068989237816,0.04936944117477575,0.035767828375044365,0.2085635497255,-0.20859779258452874,-0.2273163803489004,0.061740006005834416,-0.3953859726970739,0.5713935392318291,16,Medium
I_092,0.07010329861118235,-0.042934464569720436,-0.06029096526632097,-0.08438945028832956,0.1784532367397336,-0.3146252089157676,-0.17100107971470727,0.2957211581844337,0.04793487014910102,0.6004315090438992,26,Medium
I_110,0.13748150015092198,0.09059898740153435,-0.33010670239146356,-0.048450190654674354,0.07732925398631284,-0.13739931291537272,0.23458860468859982,-0.26917591451630773,0.037850000067314774,0.5915472567758685,10,Medium
I_020,-0.17273929901216084,-0.1441107413861502,-0.22723156655044363,0.06425642514333145,-0.23209596636889768,0.10174463511023776,-0.3814122085181485,-0.3704406914560749,-0.2537155199178204,0.5562334485492697,13,Low
I_074,-1.3344589773841695,-0.8814897213199139,-0.8242383411058465,1.3401063369202788,-0.29526563987597365,-0.26622129595331673,-0.8303019312989571,-0.49975714174619923,-0.9485332778949466,0.44887714006547674,17,Low
I_118,1.3649974290751403,0.9797620487864968,0.8522810234263375,-1.1849678113784459,-0.021300498643844885,0.5139657795300717,0.08066827073238418,1.037314089854072,0.8840799471369656,0.7471777645818299,19,High
I_035,-0.19956251199157846,-0.5475968623884276,-0.12465838700743322,0.25608985552466773,-0.22675586325019237,0.013864117779053053,0.244442406167571,0.06558582436026104,-0.3332004415066627,0.5661656360146239,16,Medium
I_101,-0.8739128072627298,-0.4403653920123269,-0.452788518111733,0.7612324746940857,-0.38900371373977277,-0.24465457084076084,-0.03393761366847796,-0.32415370411987227,-0.3600944314701991,0.5156328947249839,27,Low
I_109,0.3798687104019801,0.4914798760643034,0.22718160177685182,-0.30337735727653653,0.052941158988221576,-0.012020395863145463,-0.16661195179878394,0.05228456301076441,0.39053696320595366,0.6364258979239179,23,High
I_097,0.3027280503806997,0.26649564582655205,-0.031504973727294355,-0.22430613384306866,0.008999952102621361,0.3202669322572629,-0.04910887454894596,0.09408554360340855,0.13408111766103847,0.6236207345542328,18,Medium
I_019,-0.7592855788299154,-0.260157112289336,0.06106211000166366,0.6356942771220678,-0.1073779484424825,-0.4778080788040041,-0.1972511754813176,-0.5196986895261461,-0.30989430452066413,0.5304499679203813,19,Low
I_040,0.2198999409473386,0.2750711258858882,0.24668753100006835,-0.1858012573328861,0.08667585206308565,0.46981341719905445,-0.12455358486675373,-0.1081359865869514,-0.026778484057328918,0.6209718766887001,18,Medium
I_029,-0.501933081539925,-0.16539672142991857,-0.2526125870666253,0.5061877883259591,-0.152457025912374,0.3461835171406055,0.08047928699868796,-0.004922736085534574,-0.31588491635760685,0.5664032027565511,20,Medium
I_075,-1.8126181732097815,-1.2721113132726318,-1.1816808791127598,1.6554603126423268,-0.8340788833697713,-0.5210393639857642,-1.2258088684773005,-0.8888483413811021,-0.7943419547050752,0.38863258406046386,19,Low
I_036,-1.1925409100730513,-0.9611378347234949,-0.23562930903142304,1.1071433917742641,-0.7944540708378569,-0.29881939541442926,-0.2543234713042476,-0.790274337612658,-0.564868764086979,0.4677081414830885,21,Low
I_002,0.8020831114728291,0.5475940796591323,0.35351604330013564,-0.9074773022193918,0.41917585971428106,0.14322523122931652,0.3905961196021594,0.32410584736549075,0.32004668012006005,0.6783186015366882,20,High
I_043,0.3483918715248512,0.14093939427016253,0.26685866035877936,-0.2496147300635292,0.027357456775021848,-0.2396756434562449,0.2295446707001653,0.340156657289933,0.03635086691050722,0.6266345928238634,10,Medium
I_025,1.3780530174950727,0.7452956048864005,0.5066923745181228,-1.419721071250299,0.5783525600176395,0.2586720727937747,0.4253658443737746,0.3992590384256337,0.6374533922950243,0.7221549682092505,19,High
I_013,1.2673145610705026,0.6244196744705159,0.6315772590792478,-1.2544983310618871,0.10418109377140006,0.1526398812539783,0.2075185975662208,0.5793932480519024,0.6155784534527202,0.7079096005430687,17,High
I_023,-0.6704418226247733,-0.5824314954095847,-0.37632794769931194,0.651201401282464,-0.4251928621380168,-0.31900576738493863,-0.4203822589226728,0.056045746334655734,-0.2392547178869099,0.5261477713682815,19,Low
I_071,0.11129597767008499,0.02342905655786021,-0.4580222222812337,-0.3496920617567238,-0.04993717814771383,-0.36527815697765253,0.2663091224098373,-0.08195202636866784,0.4937761421789256,0.5983486984423735,11,Medium
I_081,-0.14849061391782004,0.12963291127143994,-0.16994854736601114,0.09271001179500714,0.01196948433576035,-0.30815713756281143,0.05227854059827126,-0.0038450895692683914,-0.09162894343783518,0.582883161569299,13,Medium
I_062,0.054959677052146494,0.029338679345358873,0.14055370080957663,-0.04381720693507572,0.1872443465851042,0.06202100765394857,-0.10629651123714247,0.23958989338694855,0.06379531990665101,0.6140160171866775,31,Medium
I_116,-0.03571503397608226,-0.17600020671731015,0.06396174959951066,0.1099785852651451,-0.10346471673618364,-0.624703362248757,0.24434689084647995,-0.2759137613189215,-0.11199126585444585,0.57166402493687,17,Medium
I_072,0.04701663568596933,0.3240212175899374,0.052744983133846735,0.033540672693718604,-0.13358048173091108,-0.19186827940802903,0.01142375134010759,-0.24122994741477233,-0.24594193718535856,0.5864028696547232,16,Medium
I_066,0.917865494471837,0.3902841224978387,0.5919588259775626,-0.6790092307731681,-0.0597508696756955,0.4206795198722676,0.06566342550314358,0.1894674659563962,0.43225425015988694,0.6745384536063476,16,High
I_016,0.1748537070193913,0.053737179103693036,0.20852208985675436,-0.0318666744224279,0.037367747374779076,0.403551644521703,0.05424497427614286,-0.310038577148881,-0.10516195592045316,0.6064019207216884,18,Medium
I_017,0.22014301502372144,-0.06678083948911742,0.4318920783551659,-0.2598083575047336,0.1374269757125663,-0.24006092493077147,0.07210012645645253,0.5600300219868766,0.18352497989671576,0.6319682655691997,24,High
I_069,-0.035311915715383405,-0.24276791225888922,-0.1413426963965968,0.20678172070680942,0.14732450105937978,0.2762608506854368,-0.4192388378563901,0.13629189402742928,0.4622265793191759,0.6061405934519171,16,Medium
I_057,0.18790932212308298,0.11794433609584465,0.19880603073924555,-0.11000022604514444,0.045079072872907903,0.015905302034968573,0.12846770733037327,0.007578988916041607,0.0851917187068312,0.6159098654658912,17,Medium
I_060,0.4211522618102822,0.2866229251505122,-0.4949936844180995,-0.3317242094665388,-0.15702224466851486,-0.2260754424849709,0.15105907204627433,0.2917909367947382,-0.223032158939271,0.600103841356588,17,Medium
I_098,-0.34390510594241136,0.043492959124118456,-0.5378285783642336,0.4150789149940194,0.08864221334549054,0.4142294200442898,-0.24501247263232165,-0.2778928161154287,-0.8731739868272645,0.5462327819437002,15,Low
I_034,1.0053142714718872,0.6040070027569704,0.8190002637350314,-0.9071112084212701,-0.10445979937236914,0.23890005530282007,0.46939074797703895,0.21289958998553046,0.5493611491218287,0.693524632687428,16,High
I_014,0.7357031799530257,0.22111042278052156,0.09807647115095104,-0.7057542374267496,0.5966281444144532,0.25037085511153856,0.4504035998788665,0.13781472966330324,0.4478844178995809,0.6683579519552866,18,High
I_058,1.0753491294243658,0.5428938377782213,0.4864551434847419,-1.1165071682769578,0.23959895061085795,0.6953598706676956,-0.04570493887267632,0.4566213862713804,0.4880846703216714,0.6989745273331945,16,High
I_046,-0.024067973691054834,0.326716384041602,-0.05677664889193962,0.040809542120161905,-0.21059343876232794,-0.11658161173157755,-0.08260668530140473,-0.5250666829006229,0.04901019877666446,0.5814305877623984,12,Medium
I_059,-0.7303582310099357,-0.16792495614828432,-0.19215437809879699,0.6762692598908132,-0.23688290738637324,-0.015170642802383536,-0.41178388947973305,-0.17473183353428506,-0.1808212435304505,0.543614804542096,20,Low
I_022,-0.3786598849936808,-0.43991699080849,-0.1779711436617398,0.27637712141349907,-0.1529687176186077,-0.17137333730570337,-0.020572949954019593,-0.23987669963787478,-0.14337316096999375,0.5530001320923145,11,Low
I_041,-0.022697702022047184,-0.17302674485946046,0.22597753060280998,0.2292354518877301,0.17649352635260085,-0.680719339300742,-0.3472011018837782,-0.048126756877796044,-0.4928210426443104,0.5658631124908562,8,Medium
I_011,-0.03609843154091122,0.5431413342494019,-0.4674746164128147,0.1414140687425795,-0.36898429747642114,0.022679118712820866,0.12372359159365666,-0.057089270737956194,0.40644220841284723,0.6021606571912949,11,Medium
I_005,1.6092213032410205,0.9713411553483416,0.7360054725494942,-1.5309060148805218,0.4855043940443917,0.8358433944655442,0.8268924785512066,-0.011016716328408971,0.31909846502309397,0.7352186565616505,19,High
I_089,-0.7604152531275981,-0.5527909547665938,-0.44864928903705553,0.7339790106486543,-0.15363968469597378,-0.6567904132022514,-0.2163196771506907,-0.24170266414868555,-0.5484775646237623,0.5070308908569368,19,Low
I_070,-1.3242691239005695,-0.3789713375338891,-0.6032405847434014,1.324091637964736,-0.33469383041951845,-0.267366667813178,-0.04607520280049147,-0.7608860202936785,-0.5884144713323269,0.481234043235361,15,Low
I_094,-0.20210685178119916,-0.35863233018532714,-0.4031370149140237,0.13376144501541312,-0.17071340106766567,0.05045690853161694,-0.6278733152263043,-0.21523126653763458,0.1001627425325565,0.5574944191968944,19,Low
I_093,0.6958094199283121,0.3961049961490569,0.131241357581661,-0.6543718502535564,0.06860867591618251,-0.039625320602911795,0.4801593440228457,0.6471624986361125,0.5997794238804771,0.6739865614746795,17,High
I_091,1.843284535575942,1.1092352774588001,0.6612321211049603,-1.7131124851482589,-0.02018884953619289,1.158852726325395,0.14527466649485188,0.6754046489539269,0.27476957770969407,0.7461893252027864,8,High
I_108,0.10668582925153014,0.37210202495015854,0.06860397270828374,-0.14674602657009178,-0.22399532605113356,0.19561955559891733,0.37346010283627795,-0.07296058006617519,-0.21139987921601444,0.6067637853944975,21,Medium
I_095,-1.118508868723428,-0.6780777446546945,-0.5632609561397375,0.9048924268189432,-0.619109120642281,-0.4243676003111041,0.30026037877545103,-0.04279955283370113,-0.3665864318961878,0.5042813027916768,17,Low
I_051,1.1928714056028797,0.7552573806158271,0.5778994761178651,-1.132892871767012,0.1392413351131115,0.4737545926554233,0.45559134838028814,0.6499663104459563,0.35566390687626703,0.7122083689286812,26,High
I_080,-0.47137453913339344,-1.1192175561768458,-0.44164854070508675,0.4349599783511465,-0.1081863763240268,-0.09808412880359292,-0.0675605837867519,-0.4264279636765317,-0.3384553542721336,0.5192352957379383,10,Low
I_063,0.013534960986575518,0.14822959853529846,-0.052078298133707165,0.0017007827573704032,-0.19280298613471453,0.12919558878262966,-0.5786782241014481,-0.20700984264541872,-0.13227211229333996,0.5791188913740583,20,Medium
I_102,0.8796798177584029,0.4734651290400244,1.226263214035297,-0.9254109888549874,0.3252196747922274,-0.05408614791580583,0.7877240676984804,0.6246675788935795,0.2720129004602116,0.7069278738742658,7,High
I_012,-0.17392348771512692,-0.43969136577916795,0.20691152414760228,0.19486524225384613,-0.45243110084270494,-0.008044646881816695,-0.10969006646164883,-0.13306991242729654,0.038090612552374975,0.5726898822942804,20,Medium
I_106,-0.07343850183303802,0.0058709336959980145,0.31035938827728765,0.0174769622915561,-0.02889159696692032,0.12807527679538586,-0.060380911642546636,-0.22307841264527237,-0.4679309991949086,0.5827215284342198,11,Medium
I_068,-0.6985096595398184,-0.15711172721885064,-0.5390745645497199,0.5264671055405411,-0.16218811021074467,-0.7216056232799133,-0.2609409063388648,-0.26269857625235105,-0.3257533670026905,0.5197473272227794,10,Low
I_048,0.07142331225004678,-0.0014878500535958456,0.3749253402274197,-0.08287864150990212,0.05620011953459472,-0.1439358684726874,0.45305243181613863,0.30066045896118354,0.588328213638041,0.638993431050901,13,High
I_003,1.0374001618716902,0.5146325613283134,0.3398403639283104,-0.9834626278193108,0.28868525444353893,0.17843267086630435,0.4563150865214501,0.5794227423158258,0.5060693615742005,0.6961202482580282,18,High
I_077,-0.030942578266469,1.2773143297834233,-0.9211093022641981,0.06977915333141077,-0.24828302879119502,0.729392913103054,0.17236383291354787,-0.36001416229353733,0.049660032015800465,0.6063263852168166,8,Medium
I_015,1.1144024377144253,0.7572470277773682,0.17545323143037078,-0.9589992110466296,0.6235777060803693,0.69188177362316,0.345349381724456,0.7493031932818763,0.27348517050109217,0.7127806436008349,17,High
I_004,-0.9048843293726548,-0.7213716688262551,-0.02578702688079934,0.93628961471257,0.11440217450800681,0.03463887366820331,-0.238881900791197,-0.311835873063265,-0.10079368513986509,0.5392943463360844,17,Low
I_037,2.008848653936161,1.2485652252483523,0.8720150236295104,-1.8931866518113514,0.8760075776111519,0.37157623443714594,0.7652628551096612,0.7769820239850153,0.820459705904268,0.7912187079493702,15,High
I_031,-0.19815094592807525,-0.05964443613188494,0.2129535265787466,0.013559638429306742,0.0663316633636244,0.04572122746595417,0.4707610190044854,0.2878622770663476,-0.35683820385589515,0.6006392897000865,8,Medium
I_073,-1.3083154129142618,-0.3330971125700461,-0.7439910639445613,1.1612909482439395,-0.45374074703138806,-0.446520766976195,-0.7952308155519823,-0.538887339161007,-0.4082320441310161,0.47304276453817795,13,Low
I_053,-0.6211835100569266,-0.5564814604761346,-0.1421770266125726,0.5297969732861946,0.08057517811544057,-0.3669763641201256,-0.21165715802502358,-0.4384980696716288,-0.22172347831675357,0.5338667521446483,17,Low
I_049,0.2218506036236825,0.35623236347001874,0.21209538800413769,-0.2616038217900638,0.21455470129216198,0.16429707645467842,0.2862078151712451,0.03784984165140844,0.3773001812832161,0.6411742281048007,17,High
I_030,0.8496701513871138,0.39764582951000993,0.3995392741602202,-0.8975083932481507,0.677969425193863,-0.030502204078001124,0.511759436477247,0.4554112581219306,0.5586815296868832,0.6919991405050759,16,High
I_099,0.26342699975351624,0.23553404628741742,0.2542676183213518,-0.18885683137070755,0.32171228087757586,0.30072792945557325,0.3794170434223043,0.3270531073474622,0.41253581775431053,0.6558831585822329,26,High
I_006,-1.1972735055422363,-0.8930155868066819,-0.5582727200380139,1.1175768181511898,-0.4145306218588093,-0.55433473130272,-0.3992407810264028,-0.3380836547530046,-0.6672339684157778,0.47074098148349436,15,Low
I_083,-1.1169364541559461,-0.2961740977052016,-1.056354630559117,1.103830018298917,-0.5217896310400485,-1.3083856152482625,-0.49044776858182876,-0.45399768245172656,-0.1824329567361265,0.46785132929981643,10,Low
I_104,-0.4770119768882041,-0.6142980775421067,0.013583690352106608,0.46712978792377713,-0.12824306528898557,0.026372159337933843,-0.056459771053260034,-0.30905179270186006,-0.3536058665408351,0.546216161472942,19,Low
I_067,-1.264571576893908,-0.8466678370013735,-0.5864895574800962,1.2931229645903808,0.17632888934664043,-0.8260572442729162,-0.19497641844523886,-0.9916737215716743,-0.7773361168879955,0.458131768350524,14,Low
I_008,0.22271551266412434,0.22854217783919317,0.1337872201127,-0.2682254533062746,0.19584108354979174,-0.03347505651895763,0.16282549759431028,0.25937162276786996,0.3592746570416482,0.6355799540624224,20,High
I_078,-0.10501166435944835,0.16826643031090807,0.14549913202500836,0.03148626608052358,-0.033191690781167855,-0.3727734212100787,-0.23986616190338078,-0.3134134715436554,-0.5484678460947867,0.5637940551887856,14,Medium
I_042,-0.04170199240512891,0.07110408147634997,-0.08324100690584238,0.06971762482656688,0.00808654795132123,-0.39766090007260757,-0.19154010342921426,-0.22323922970308,0.05198892730673309,0.5798100963933684,16,Medium
I_054,0.4654325920852859,-0.028399023425501685,-0.1848716068405795,-0.46096069543548535,0.20112525215031066,0.22700117064627998,0.024702108399542278,0.2764299339829303,0.1398819991778105,0.6266681586938876,19,Medium
I_056,0.6257159063454981,0.9387025766296853,0.5781173409687097,-0.5841547321208862,0.03308277018594514,0.36892402009748426,-0.014397665068994354,0.2902504547036079,0.40048333351935156,0.6787485442452318,14,High
I_120,-0.20188610994937928,-0.13938717247261,-0.23815962910371116,0.199295015128707,0.11620517919483796,0.47552544204965697,-0.7961545919784233,-0.1925937946648389,-0.07732761566720707,0.5732242838755289,13,Medium
I_061,-1.2306128135941405,-0.7593212011184752,-0.6534325330951355,1.2568399441105054,0.05848430130396453,-0.8503676560583953,-0.43813393713972354,-0.5810025967670963,-0.4953550515493138,0.4723425236937476,15,Low
I_076,-0.8207644556586096,-0.8691014771671367,-0.6711141547163023,0.9983329321258497,-0.14837147960624078,-0.28919559286225527,-0.017014760666523215,-0.19263862548883418,-0.5520624898230303,0.5043973751802073,12,Low
